ID,TITLE,LOCATION,SALARY,SUMMARY,LINK
797,"Unix Engineer / Redhat Linux Engineer ( GC Holder or US citi...

new","Tysons Corner, VA",$70 - $80 an hour,"Duration : 24 months plus ongoing *.
 The Unix Engineer is a Red Hat Linux Engineer that is a technical resource with an intermediate to advanced level of skills…",https://www.indeed.com/viewjob?jk=ee091208d8494a2a
798,Python Developer - Virtual Office,"Denver, CO 80202 (Highland area)",,"Our remote workers work alongside others throughout the day utilizing a variety of online collaboration tools for communication, code collaboration and screen…",https://www.indeed.com/viewjob?jk=c11b56a23249cbf3
799,"Security Engineer, Network Security

new","Seattle, WA",,"2+ years security engineering work experience, or a bachelor’s degree in: Cybersecurity, Computer Science/Engineering, Informatics, Networking, or related…",https://www.indeed.com/viewjob?jk=998ff315dc18c1ae
800,Research Scientist,"Seattle, WA",,"The next time you’re out driving and see an 18-wheeler on the road, that truck is empty 35% of the time.
 When big trucks drive empty, they throw unnecessary CO2…",https://www.indeed.com/viewjob?jk=736422d61d049038
801,Systems Analyst,"Columbus, OH","$57,000 - $60,000 a year","As a part of the Student Health Services Healthcare Application Support team, this position is responsible for working with clinical and non-clinical…",https://www.indeed.com/viewjob?jk=565f8475fda443bd
802,"Statistician [Temporary]

new","New York, NY",,The focus of this job is to generate and communicate data-driven analyses and insights in support of decision-making processes.,https://www.indeed.com/viewjob?jk=5455abaadce82d85
803,"Software Engineer

new","Houston, TX","$67,468 - $143,865 a year","Responsible for planning and designing new software and web applications.
 Completes programming and implements, tests, and debugs defined software components.",https://www.indeed.com/viewjob?jk=c06ba1fff37ba891
804,L1 Support,"San Francisco, CA 94105 (South Beach area)",$35 - $47 an hour,"Looking for an energetic L1 Support technician who can work flexible hours from 5am to 5pm PST on a fully remote schedule.*.
 Working knowledge of SDLC cycle.",https://www.indeed.com/viewjob?jk=3b2263dba24cf8ba
805,"Curation Researcher, Children's Books","Austin, TX 78702 (East Cesar Chavez area)",,"You will serve as the impartial voice of the consumer by providing actionable insights that help guide our decision making.
 A BA/BS degree in a related field.",https://www.indeed.com/viewjob?jk=b0724a4815c8581b
806,Data Project Specialist,"Goshen, IN 46526",,"This job will appeal to someone who enjoys using logic and solving problems in a wide variety of settings.
 Inspections and well versed with statistics, SPC, Six…",https://www.indeed.com/viewjob?jk=3c304ecaa99517f1
807,"Software Development Internship (2021)

new","Littleton, CO 80127",,"And yes, we know for most developers the word ""financial"" often conjures images of horror (e.g., suits and ties, cubicle farms, siloed teams, layers of…",https://www.indeed.com/viewjob?jk=8253d4110d66e3df
808,"Senior Research Analyst

new","Houston, TX 77057 (Greater Uptown area)",,"Verisk (Nasdaq: VRSK) provides data and insights to our customers in insurance, energy and the financial services markets so they can make faster and more…",https://www.indeed.com/viewjob?jk=db4d441387753d63
809,"Senior Python/Django Developer

new",Remote,,"Bring your experience in using proven and current technologies to help us get this to market within a year.
 5+ years of experience in building and deploying web…",https://www.indeed.com/viewjob?jk=51bfbe519ded880c
810,iOS Mobile Engineer Internship,"San Francisco, CA",,"Define and solve challenges across the iOS platform, from ideation to production.
 Actively seek elegant, production-oriented solutions to difficult problems.",https://www.indeed.com/viewjob?jk=26de7b97855b72de
811,"Software Engineer - Data

new",Remote,,"We're seeking a Software Engineer to process large amounts of data, work on the development and maintenance of data workflow/ETL pipelines, perform statistical…",https://www.indeed.com/viewjob?jk=979f5c1974a3eafc
812,Enterprise Customer Success Manager,California,,"Be a Strategic Customer Partner: Expertly navigate customer stakeholders and execute on mutual account plans to drive success, engagement, retention, and growth…",https://www.indeed.com/viewjob?jk=7f51cc43b1d59dc0
813,Quality Assurance Analyst,Remote,,"Design, document, and execute test cases based off developer specifications.
 Document and communicate software defects to developers.",https://www.indeed.com/viewjob?jk=b51f37d91619f804
814,"Software Engineer (Multiple Levels)

new",Remote,,"We are hiring at multiple levels and your level will depend on your relevant knowledge and experience.
 Build and maintain data analysis pipelines.",https://www.indeed.com/viewjob?jk=2a558487f9b92640
815,"Junior Software Developer – C, C++, Python , Embedded Firmwa...","Irving, TX",,"The key to successful treatment and full recovery is often fast, accurate diagnosis.
 This new team member will work on software design, coding, and validating…",https://www.indeed.com/viewjob?jk=71ba4835f4e34fb6
816,Quality Assurance Analyst,Remote,,"Design, document, and execute test cases based off developer specifications.
 Document and communicate software defects to developers.",https://www.indeed.com/viewjob?jk=b51f37d91619f804
817,"Software Engineer (Multiple Levels)

new",Remote,,"We are hiring at multiple levels and your level will depend on your relevant knowledge and experience.
 Build and maintain data analysis pipelines.",https://www.indeed.com/viewjob?jk=2a558487f9b92640
818,"Junior Software Developer – C, C++, Python , Embedded Firmwa...","Irving, TX",,"The key to successful treatment and full recovery is often fast, accurate diagnosis.
 This new team member will work on software design, coding, and validating…",https://www.indeed.com/viewjob?jk=71ba4835f4e34fb6
819,Software Development Instructor - Computer Science / Python,Oregon,,"The ideal candidate must have a passion for learning and change people's lives by giving them job-ready skills.
 Working with REST APIs and databases.",https://www.indeed.com/viewjob?jk=d2f4cd462d090c56
820,Customer and Audience Analyst,Remote,,"Root’s Marketing Analytics team is searching for an analyst to lead analytics into customer and audience segments.
 1+ years of work experience in analytics.",https://www.indeed.com/viewjob?jk=bcf599912ff3a358
821,"Data Center Operations Engineer

new","Los Lunas, NM",,Having a working knowledge of server hardware and the desire to participate in projects at a large-scale data center is central to this role.,https://www.indeed.com/viewjob?jk=f6470a5d430f66a3
822,Associate Security Analyst,"San Diego, CA 92121 (Sorrento Valley area)",$32 - $55 an hour,"It is an excellent position for IT minded individuals.
 As members of the Security Operations Center, you will be a team member responsible for the 24x7/365…",https://www.indeed.com/viewjob?jk=632cd2dc38173b9a
823,"Data and Innovation Analyst

new","New York, NY",,"The key areas of engagement for this position are:
 AI Technology Pilots: Gather, prep and analyze internal & external data to support proof of concept…",https://www.indeed.com/viewjob?jk=73d6ee0dbc683682
824,"Post Doctorate RA - Data Science (Computational Topology)

new","Seattle, WA",,"Relevant coursework including topology, graph theory, programming (python specifically), discrete mathematics, and machine learning.",https://www.indeed.com/viewjob?jk=6c598d868f9b4cb6
825,Content Creator,Remote,,"This position can be remote or onsite, full-time or part-time (contract).
 This position is ideal for someone with a passion for computer science, online…",https://www.indeed.com/viewjob?jk=e94af63cb41ad9b5
826,"Cybersecurity Research Assistant

new","Missoula, MT 59802 (Heart of Missoula area)",$10.00 - $12.50 an hour,"Conduct research on current cybersecurity threats.
 Configure and manage Linux and Windows systems.
 Infect systems with malware and collect evidence.",https://www.indeed.com/viewjob?jk=b3da2be32c3a28f5
827,"Sr. Engineer II - Python (Remote)

new",United States,,"This role is for internal Python development for tools, frameworks, and services to build and distribute products.
 Experience level 4-12 years.",https://www.indeed.com/viewjob?jk=9b2fdcd2351b3bf2
828,Research Scientist - Sustainability,"Seattle, WA",,"5+ years conducting sustainability research and/or driving sustainability improvements;
 Experience with sustainability footprinting and/or Life Cycle Assessment…",https://www.indeed.com/viewjob?jk=ba6bee648b91ba53
829,Data Entry Analyst,"Washington, DC 20004 (Downtown area)",,"Experience with databases, ability to understand relational data, as well as interpretation of related data.
 Familiar with data mining, web scraping, and other…",https://www.indeed.com/viewjob?jk=d6473bd0a2dcf740
830,"RF Engineer

new","Mukilteo, WA",,We are seeking a motivated RF Engineer to work with multidisciplinary NPI engineering and continuous improvement teams to develop next generation RF amplifiers…,https://www.indeed.com/viewjob?jk=663484179f715648
831,"Data Analytics Manager

new",United States,,"You will be helping Mighty drive smarter business decisions by driving operational excellence and improved business outcomes through data analysis, reporting,…",https://www.indeed.com/viewjob?jk=a5b1c4bd52d030f3
832,"Director, Portfolio Analytics/Reporting

new","Washington, DC 20036 (Downtown area)",,"RockCreek seeks a Director of Performance Analytics and Reporting, The Performance Analytics and Reporting team plays a strategic role at RockCreek and the…",https://www.indeed.com/viewjob?jk=af48ab4cf212d5a9
833,Python Developer,"Des Moines, IA",,P3 is engaged with a Des Moines financial services organization to identify a Sr Developer with extensive Python development skills and hands on experience…,https://www.indeed.com/viewjob?jk=09e953e4b7644e3e
834,"Intern, Data Analytics

new","San Diego, CA 92128",,The Data Analytics Intern will be responsible for assisting the Solar and Storage Data Analytics team analyze operational plant data to drive improvements to…,https://www.indeed.com/viewjob?jk=cc73fb838849931c
835,"Senior Software Engineer - Python

new","Portland, OR",,"BlackBerry is seeking a talented Senior Software Engineer - Python to design, implement, test, and maintain with an emphasis on tangible results.",https://www.indeed.com/viewjob?jk=2945ba87d6559f88
836,"Software Engineer, Internship","San Francisco, CA",,"Our leaders empower their teams by providing transparent context, rolling up their sleeves, and coaching for long-term success.",https://www.indeed.com/viewjob?jk=6bcfb6d1fe61105a
837,Software Engineer,"Phoenix, AZ 85018 (Camelback East area)",,"Assembly and Test Technology Development (ATTD) Software Engineers conduct or participate in multidisciplinary research and collaborate with design, layout and…",https://www.indeed.com/viewjob?jk=b63aa8f9bd165d0f
838,PYTHON DEVELOPER – SERVER SIDE,"Milpitas, CA",,"Design and architect features that will be used by millions of people on release.
 Exposure to Machine Learning (Tensor Flow) will be a plus.",https://www.indeed.com/viewjob?jk=4cd55f3b16660994
839,Python Developer,"Greenwich, CT 06830",,"Fluency in python with multiple years of professional experience.
 Experience with python as a primary language (non-scripting).
 Knowledge of Oracle PL/SQL.",https://www.indeed.com/viewjob?jk=a408e6d45bbf20b8
840,"Python Developer, Sr",United States,,Each Studio represents deep pockets of expertise on the latest technologies and trends and delivers tailored solutions focused on specific challenges.,https://www.indeed.com/viewjob?jk=ed5d319c370144a0
841,Technical Artist,"Renton, WA 98057",,"In this role, you will implement artist tools and automate workflows in our highly iterative pipeline.
 You will also be responsible for prototyping new art…",https://www.indeed.com/viewjob?jk=dfab8e82826d66c4
842,Economist,"Seattle, WA",,"2+ years of work experience in applied statistics, econometrics, or consulting.
 Experience working with big datasets.",https://www.indeed.com/viewjob?jk=e2183c679c895e19
843,Python Developer,"Boston, MA 02110 (Downtown area)","$80,000 - $100,000 a year","Demonstrated experience implementing and optimizing python applications in a production environment.
 Permanent US work authorization is required (US citizen,…",https://www.indeed.com/viewjob?jk=2183bb168af73c8c
844,"Engineer, Data","Bellevue, WA",,"The Data Engineer will create and maintain optimal data pipeline architecture, including assembling large, complex data sets that meet functional / non…",https://www.indeed.com/viewjob?jk=787d23a88171e104
845,"Product Manager, Data Integrations","Seattle, WA 98101 (Downtown area)",,"Familiarity with python and other database programming languages.
 The Product Manager, Data Integrations will drive data high-impact data initiatives at…",https://www.indeed.com/viewjob?jk=1b6d267483bd705e
846,"SW and Networking Developer Intern

new","Seattle, WA",,"Programming experience with programming language such as Python and C.
 Enrolled in Bachelors or Masters or PHD’s in Computer Science, Computer Engineering,…",https://www.indeed.com/viewjob?jk=d464d7f0da06c302
847,Jr. Data Analyst - TAP,United States,,On-the-job and educational technical training (offered through Pluralsight) to enhance skills within your chosen discipline.,https://www.indeed.com/viewjob?jk=fe3f1af713b28127
848,"Data Analyst

new","San Francisco, CA",,"As an analyst, you will monitor, analyze and optimize marketing across eCommerce channels.
 You will maintain our daily, weekly & monthly reporting as well as…",https://www.indeed.com/viewjob?jk=067fc234c653589a
849,"Software Engineer

new","San Francisco, CA 94133 (North Waterfront area)","$100,000 - $160,000 a year","Kevala is looking for software engineers and data scientists with sharp skills in their technical area of expertise.
 Only full-time employees eligible.",https://www.indeed.com/viewjob?jk=f9883a6a5a3a24b2
850,"Data Analyst Internship

new","Monroe, WI",,"You will utilize a combination of analytical skills, techniques, and statistical methods to assist our Analytics team.
 Cumulative GPA of 2.80 or higher.",https://www.indeed.com/viewjob?jk=df852384d2b6ae92
851,Software Quality Assurance Engineer,"Fremont, CA",,"Tesla is looking for extraordinary talent with a passion for innovation and quality.
 You will continuously design creative ways to break software and identify…",https://www.indeed.com/viewjob?jk=e781cc37b2b489fc
852,Career Services Manager,"Bellevue, WA 98004 (Downtown area)",,"Prepare students throughout their time in the Bootcamp for success by providing coaching in all aspects of their job search including job search strategies,…",https://www.indeed.com/viewjob?jk=006938946d5a0295
853,"CHARACTER TD (FREELANCE)

new","New York, NY 10002 (Lower East Side area)",,"Will work within the production team, alongside fellow animators, modelers, directors, designers to define and create the best animation rigs for a wide range…",https://www.indeed.com/viewjob?jk=ce69e6c2671c8988
854,Healthcare Data Analyst,"New York, NY",,"As a healthcare data analyst, you will be part of the clinical domain expert panel of the team.
 Assists with defining standard data quality checks at…",https://www.indeed.com/viewjob?jk=228f71a64ca06771
855,Google Workspace Developer,"Seattle, WA",,"As a Developer on the Google Workspace Practice at SADA, you will work collaboratively with other solution architects and project managers to design, prototype…",https://www.indeed.com/viewjob?jk=a1ac9e1411c0f0ec
856,Data Scientist/ Analytics I - Spring Co-op,"Saint Joseph, MO 64506",,"As a Co-Op, you will be support the solutions architecture and data science programs associated with Data Management and Analytics.",https://www.indeed.com/viewjob?jk=6b1167eb2e6f8a53
857,"Entry Level Embedded Software Engineer

new","Dallas, TX",,"#1 Importance: Write complete code….
 Design software features to meet product requirements.
 Write technical specifications and assist with functional…",https://www.indeed.com/viewjob?jk=99e8a16c473c90b3
858,QA Test Engineer,"Austin, TX 78704 (South Lamar-South Congress area)",,"Our automation stack includes python based frontend testing, creation of test scenarios using simulated data sets and python, and Java unit tests.",https://www.indeed.com/viewjob?jk=a083cfb906a4e24b
859,Quantitative Trader - Entry Level,"Chicago, IL",,"Seeking an entry level trader with no prior professional trading experience.
 A background from a top school in statistics or engineering is encouraged, and a…",https://www.indeed.com/viewjob?jk=d01efa8dad29efdc
860,SDM,"Seattle, WA",,"Master's/Bachelor's Degree in Computer Science, Electrical Engineering, Mathematics, or related technical field.
 12+ years of experience developing software.",https://www.indeed.com/viewjob?jk=d802cd4b4eb2f653
861,"HEALTHCARE ANALYTICS SPECIALIST, SR - DAYS/REMOTE","Columbia, MO 65212","$57,595 - $73,528 a year","Assist end users with navigating analytics platforms and ensuring stakeholders have access to analytics deliverables.
 Bachelor’s degree is strongly preferred.",https://www.indeed.com/viewjob?jk=c647ae53b7665633
862,"Software Engineer

new","Seattle, WA 98133",,"In this position, you will participate in developing a software platform built for Linux, windows and embedded Linux for the purposes of wireless power delivery…",https://www.indeed.com/viewjob?jk=d8b4db3555e0b924
863,Data Scientist,"Portland, OR",,"To work successfully as a Knockstar on our team, you should be deeply passionate about identifying inefficiencies, improving processes, exploiting data to solve…",https://www.indeed.com/viewjob?jk=1fd015e697b82d06
864,"Operations Research Analyst

new","Spokane, WA 99252 (Logan area)",,"Avista is seeking an Operations Research (OR) Analyst to support, analyze, design and develop leading edge optimizations and analytics based decision support…",https://www.indeed.com/viewjob?jk=6ce857f8ae145a98
865,Enterprise Software Support Developer,"Seattle, WA",,"We are seeking a highly motivated, capable, and hands on Enterprise Support developer with extensive experience supporting internal and externally facing…",https://www.indeed.com/viewjob?jk=901fd1b6ac8fb4f0
866,Tech Consultant,"South Jordan, UT 84095",$30 - $100 an hour,Neighborhood Bridges is a non-profit organization that seeks to support and promote part-time (as opposed to full-time) work among tech-savvy parents of minor…,https://www.indeed.com/viewjob?jk=e317d2beded07f86
867,"Data Scientist (Data Science)

new","Renton, WA",,The position will support the development of analytics based solutions that may be leveraged internally and externally.,https://www.indeed.com/viewjob?jk=5704925b666b7eb2
868,"Principal Software Engineer

new","Seattle, WA 98119 (Uptown area)","Up to $162,000 a year","Proprio is a Seattle startup developing a system for real-time immersive video and mediated reality interaction.
 Yes, temporarily due to COVID-19.",https://www.indeed.com/viewjob?jk=64982d7a5c048191
869,Data Science Intern,"Seattle, WA 98164 (Downtown area)",,"Experience with Python and Data Science Modules and.
 Experience with web technologies development in JavaScript, HTML5, AJAX & other current web technologies.",https://www.indeed.com/viewjob?jk=55d88246880d8ab2
870,Data Analyst (Entry Level),"Fullerton, CA 92831",,"We are seeking a full-time Data Analyst to join our growing Analytics team.
 Experience is preferred but not necessary.
 R, Python a plus but not required.",https://www.indeed.com/viewjob?jk=107865de9b30b831
871,Senior Software Engineer,"Seattle, WA","$105,000 - $145,000 a year","Apache Spark: 1 year (Preferred).
 No: Not providing sponsorship for this job.
 Only full-time employees eligible.",https://www.indeed.com/viewjob?jk=07442123b845c6b8
872,"Analyst - FOS

new","New York, NY 10020 (Midtown area)",,Mitsubishi UFJ Securities (MUSA) provides investment banking and brokerage products and services to institutional clients throughout the Americas.,https://www.indeed.com/viewjob?jk=f9ae00c82187dfd7
873,Survey Analyst,"San Francisco, CA 94111 (Financial District area)",,"Assist in the design, implementation, and presentation of statewide surveys.
 Assist in preparing fact sheets on elections, voters, and survey findings.",https://www.indeed.com/viewjob?jk=7545e283cc810ede
874,"SDEIII

new",Washington State,,"Working under limited supervision/guidance and consistently deliver results.
 Designing and developing high-volume, low-latency applications for mission-critical…",https://www.indeed.com/viewjob?jk=0d5ca6ce2443ce8f
875,"DevOps Engineer (Remote)

new",Remote,"$85,000 - $105,000 a year","We are looking for a DevOps Engineer to help us build functional systems that improve customer experience.
 DevOps Engineer responsibilities include deploying…",https://www.indeed.com/viewjob?jk=a4dc05bf88894dcc
876,"Director of Engineering, Engineering Services","Seattle, WA 98101 (Downtown area)",,Qumulo's platform enables customers to easily manage that scale and gives them the flexibility to use that data either in their data centers or in the public…,https://www.indeed.com/viewjob?jk=6fc6520af88953b6
877,"Junior Programmer

new","Chicago, IL","$55,000 - $75,000 a year","Must have experience in socket programming or python programming.
 The ideal candidate is interested in becoming a developer in the financial industry.",https://www.indeed.com/viewjob?jk=d99b62c6120792e0
878,"Software Engineer (Python, Django or Twisted)","San Francisco, CA (South Beach area)",,"We think that they are the future of virtualization, and will soon become ubiquitous.
 Being a contributor to the Docker project, which means contributing…",https://www.indeed.com/viewjob?jk=05fff5090677899e
879,"Research Intern, Optical Physics (PhD)

new","Redmond, WA",,"We are developing all the technologies needed to enable breakthrough AR glasses and VR headsets, including optics and displays, computer vision, audio, graphics…",https://www.indeed.com/viewjob?jk=46da616c0a949bd1
880,Lab Aide (Work Study),"Seattle, WA 98109 (South Lake Union area)",,Much of the work on the latter topic is directed toward support of applied activities directed against pandemic spread of SARS-CoV-2.,https://www.indeed.com/viewjob?jk=fea9fd3cc3bbf2f5
881,Data Analyst,"Fremont, CA",,"You will interact with stakeholders across all levels of the organization, including our Global Supply Managers as well as executives on a regular basis and…",https://www.indeed.com/viewjob?jk=cb5d97e49aa27687
882,Python Developer,Remote,,"They will be responsible for helping build a scalable adtech environment and will require strong Python experience.
 3+ years of hands on experience with Linux.",https://www.indeed.com/viewjob?jk=fc259cd3c583181f
883,"Developer I

new","Lehi, UT",,"Geomni, a Verisk business, specializes in software and technologies related to aerial imagery - providing the world’s most comprehensive and cutting-edge…",https://www.indeed.com/viewjob?jk=5ab2408daacaea0a
884,Full-stack Python Developer,"McLean, VA 22102","$110,000 - $130,000 a year","Python development experience with python backend module development, Boto3, API, JSON and database integration with RDS as an example.",https://www.indeed.com/viewjob?jk=dc701375c5b1cb9e
885,Sr. Merchandising Data Analyst,"Seattle, WA 98109 (South Lake Union area)",,Blue Nile is seeking a passionate and talented Senior Merchandising Data Analyst who will drive the company’s efforts to maximize sales and margin through…,https://www.indeed.com/viewjob?jk=3951bc095ee4af5f
886,Data Journalist,Remote,,"You will be tasked with elevating our nascent data journalism practice by uncovering new stories and telling them both in writing, and visually — your stories…",https://www.indeed.com/viewjob?jk=279cae8f38dcc293
887,"Software Engineering Program - CCB

new","Plano, TX",,"Dive head-first into creating innovative solutions that make a difference for our customers, clients and employees.",https://www.indeed.com/viewjob?jk=24ecc0d2571242e2
888,"Associate - Business Systems Analyst II

new","Plano, TX",,"Responsible for supporting day-to-day operations/tasks related to a functional area or business partner.
 Ensures projects are completed according to established…",https://www.indeed.com/viewjob?jk=4739024476f051b3
889,"Python Developer - w2 ONLY

new","New York, NY",,"*It's a w2 contract to position and client won't be able to offer sponsorship**.
 10+ years of development experience or developer role in a sizable e-trading…",https://www.indeed.com/viewjob?jk=36d33c99f3c529d9
890,IT Support Engineer,"Bellevue, WA",,"You will provide top-notch support and troubleshooting while also designing and implementing solutions to meet existing needs, as well as anticipating future…",https://www.indeed.com/viewjob?jk=4a3a1f2df503b81c
891,"Accountant - remote, EU",Remote,,"We are looking for an Accountant to provide support to the financial department by managing daily accounting tasks.
 At least 3 years of accounting experience.",https://www.indeed.com/viewjob?jk=c4380f67a690a84e
892,Software Engineers & Web Developers,"New York, NY",,"Our Engineering program prepares entry level candidates, who understand the fundamentals of web-development for an exciting and rewarding career in the health…",https://www.indeed.com/viewjob?jk=597b9830f39b5420
893,Business Operations Analyst,"Seattle, WA",,"5+ years of relevant data analytics experience.
 MS Excel experience including the development of models and templates.",https://www.indeed.com/viewjob?jk=f345c5e657f287c5
894,C++ Support Developer,"Indianapolis, IN","$62,000 - $82,000 a year","Your work will involve providing code and technical support to our Customer Support team as well as close teamwork with our developers in the U.S., Europe and…",https://www.indeed.com/viewjob?jk=8dcdf26ced104f9c
895,Performance Analyst,"Milwaukee, WI 53212 (Schlitz Park area)",,"The employee will analyze basketball.
 And biometric data in order to build and maintain predictive models that support the day-to-day operations of its.",https://www.indeed.com/viewjob?jk=c14ba5bd37317590
896,"Software Engineer, Frontend","San Francisco, CA 94104 (Financial District area)",,"Instabase engineers are excited to solve hard problems for complex organizations and are self-starters from day one.
 Openness to coding in Python.",https://www.indeed.com/viewjob?jk=e46c4173bfd84125
897,Python Developers,"Fargo, ND",,"5+ years of experience with strong python development skills.
 2+ years in building python data engineering platforms for data science or data analytic groups.",https://www.indeed.com/viewjob?jk=224481bea6e336bf
898,"UbiGro Intern - Optical Modeling

new","Los Alamos, NM 87544",$15 - $20 an hour,Primary goals include creating a database of spectrum for various geographical regions and creating a user- friendly tool in excel or other program (e.g. python…,https://www.indeed.com/viewjob?jk=5ca932726c41a300
899,2021 Internships,"New York, NY 10005 (Financial District area)",,Rosenblatt Securities is seeking interns for immediate part time and full time summer 2021 to support a rapidly evolving team of equity research analysts on…,https://www.indeed.com/viewjob?jk=5d6843f2339bb52d
900,Business Intelligence Analyst,"Bellevue, WA 98004 (Downtown area)",,"In this learning intensive role, the BI Analyst will provide day to day analytical support to the organization with an emphasis on SaaS performance and…",https://www.indeed.com/viewjob?jk=eb9abae42d1b50dd
901,"Penetration Test Engineer

new","Issaquah, WA 98027",,"Proficiency in programming and scripting languages (C/C++, Ruby, dotnet, js, python, sql, Powershell, others) with expertise in troubleshooting and debugging…",https://www.indeed.com/viewjob?jk=4c8a1376c0b12ac2
902,"Senior Manager, Data Analysis

new","Vancouver, WA",,"The Data team is responsible for the ongoing analysis, improvement, and growth of ZoomInfo’s data offerings.
 You will work with Engineering, Product Management,…",https://www.indeed.com/viewjob?jk=eaa673a1f9c1ec76
903,"Marketing Analyst

new","San Francisco, CA",,"Our Marketing Strategy and Analytics team is focused on driving strategy and decision-making through experimentation, data analysis, and the creation of tools …",https://www.indeed.com/viewjob?jk=2c0e3f71eeb65127
904,Data Analyst I,"Fargo, ND 58104 (Woodhaven area)",,"Here at Swanson, we understand family comes first and we strive to honor that belief by offering our full-time employees paid time off, floating holidays and…",https://www.indeed.com/viewjob?jk=cdad8a9312ec7d5f
905,Data Analyst - ETL and General Analytics,"Westminster, CO 80021","$55,000 - $85,000 a year","Data Analyst - ETL and General Analysis*.
 You will be challenged to learn new things and your input to make enhancements is expected.",https://www.indeed.com/viewjob?jk=74f5152ab2254f6a
906,"Research/Software Engineer, Image Processing and Analysis","Seattle, WA 98108 (North Beacon Hill area)","$65,000 - $80,000 a year",The Department of Mechanical Engineering at the University of Washington and the Center for Limb Loss and MoBility (CLiMB) at the VA Puget Sound Health Care…,https://www.indeed.com/viewjob?jk=266308bd34a3c500
907,"Assistant Research Technician, Institute for Systems Genetic...

new","New York, NY",,"The overall project centers upon DNA assembly in yeast and mammalian genome engineering.
 The position will primarily be responsible for implementing techniques…",https://www.indeed.com/viewjob?jk=19297a97a8768fb6
908,Presales Solution Consultant,"Washougal, WA 98671","$130,000 - $170,000 a year","Our team sits right at the intersection of big data, real-time analytics, cyber security, business optimization, dev/ops, cloud migration, artificial…",https://www.indeed.com/viewjob?jk=d2e455382193110f
909,Associate Materials Engineer,"Bothell, WA",,"You will work with an interdisciplinary group of physicists, chemists, and engineers developing and testing Modern Electron’s cutting-edge thermionic converter…",https://www.indeed.com/viewjob?jk=75bc2acb8d7fc095
910,"Scripter

new","Sunnyvale, CA",,"Socket programming (using perl,C/C++,Python).
 Oracle Database Administration Introduction (add on).
 Good knowledge of relational and nosql databases.",https://www.indeed.com/viewjob?jk=cbaf09a9d0ac3855
911,"Senior Manager, Data Analysis

new","Vancouver, WA",,"The Data team is responsible for the ongoing analysis, improvement, and growth of ZoomInfo's data offerings.
 You will work with Engineering, Product Management,…",https://www.indeed.com/viewjob?jk=66768dbe70ba0653
912,Analytics Internship,"Santa Monica, CA",,"Explore game or player data in various contexts.
 Use modern data science methods to analyze data.
 Spend a summer focusing on a meaningful project that directly…",https://www.indeed.com/viewjob?jk=411516185f8ae19e
913,"Data Infrastructure Engineer

new","Bellevue, WA",,"2+ years of engineering experience with python or any high-level software language.
 You will be responsible for driving the design and development of data…",https://www.indeed.com/viewjob?jk=dc1ff5bcce83f916
914,Technical Artist,"Redmond, WA",,"This positions is full time.
 Analyze, evaluate, design, direct, develop, and integrate digital content for advanced AR/VR research initiatives, prototypes,…",https://www.indeed.com/viewjob?jk=ea8aa2ee0c420ae3
915,"Data Engineer - Amazon Lending

new","Seattle, WA",,"Bachelor’s degree in computer science, engineering, mathematics, or a related technical discipline.
 4+ years of experience as a Data Engineer, BI Engineer,…",https://www.indeed.com/viewjob?jk=8cda514ef915b487
916,"Scripter

new","Sunnyvale, CA",,"Socket programming (using perl,C/C++,Python).
 Oracle Database Administration Introduction (add on).
 Good knowledge of relational and nosql databases.",https://www.indeed.com/viewjob?jk=cbaf09a9d0ac3855
917,"Senior Manager, Data Analysis

new","Vancouver, WA",,"The Data team is responsible for the ongoing analysis, improvement, and growth of ZoomInfo's data offerings.
 You will work with Engineering, Product Management,…",https://www.indeed.com/viewjob?jk=66768dbe70ba0653
918,Analytics Internship,"Santa Monica, CA",,"Explore game or player data in various contexts.
 Use modern data science methods to analyze data.
 Spend a summer focusing on a meaningful project that directly…",https://www.indeed.com/viewjob?jk=411516185f8ae19e
919,"Data Infrastructure Engineer

new","Bellevue, WA",,"2+ years of engineering experience with python or any high-level software language.
 You will be responsible for driving the design and development of data…",https://www.indeed.com/viewjob?jk=dc1ff5bcce83f916
920,Technical Artist,"Redmond, WA",,"This positions is full time.
 Analyze, evaluate, design, direct, develop, and integrate digital content for advanced AR/VR research initiatives, prototypes,…",https://www.indeed.com/viewjob?jk=ea8aa2ee0c420ae3
921,"Data Engineer - Amazon Lending

new","Seattle, WA",,"Bachelor’s degree in computer science, engineering, mathematics, or a related technical discipline.
 4+ years of experience as a Data Engineer, BI Engineer,…",https://www.indeed.com/viewjob?jk=8cda514ef915b487
922,Network Architect,"Seattle, WA",,The successful candidate will be a major contributor to the Network Engineering and Operations team within Infrastructure Services organization.,https://www.indeed.com/viewjob?jk=6e9f8fc39d8b5f0e
923,Data Analyst - University Graduate,"San Jose, CA 95131 (North San Jose area)",,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…",https://www.indeed.com/viewjob?jk=d51193e175c5ba3c
924,"Data Scientist - Intern

new","San Francisco, CA",,"Be comfortable with pytorch, python, sklearn, numpy, pandas, SQL; and have familiarity with Statistics (Bayesian methods, experimental design, causal inference)…",https://www.indeed.com/viewjob?jk=1e659d9e01e16c0a
925,Data Associate,"Boston, MA",,"Coursework, such as CS101, and/or experience in a scripting language (e.g. python, R).
 Organize and clarify Joyn Bio data.",https://www.indeed.com/viewjob?jk=658671442b5421c2
